Time [s],Dn,Dp,out_en
0.256449310,1,0,0
0.256449390,0,1,0
0.256449470,1,0,0
0.256449560,0,1,0
0.256449640,1,0,0
0.256449720,0,1,0
0.256449810,1,0,0
0.256449890,0,1,0
0.256449970,1,0,0
0.256450060,0,1,0
0.256450140,1,0,0
0.256450220,0,1,0
0.256450310,1,0,0
0.256450470,0,1,0
0.256450560,1,0,0
0.256450640,0,1,0
0.256450720,0,0,0
0.256450890,0,1,0
0.256451230,1,0,0
0.256451310,0,1,0
0.256451390,1,0,0
0.256451470,0,1,0
0.256451560,1,0,0
0.256451640,0,1,0
0.256451720,1,0,0
0.256452060,0,1,0
0.256452140,1,0,0
0.256452220,0,1,0
0.256452310,1,0,0
0.256452560,0,1,0
0.256452640,1,0,0
0.256452720,0,1,0
0.256452810,1,0,0
0.256452890,0,1,0
0.256452970,1,0,0
0.256453060,0,1,0
0.256453140,1,0,0
0.256453310,0,1,0
0.256453470,1,1,0
0.256453480,1,0,0
0.256453560,0,1,0
0.256453640,1,0,0
0.256453720,0,1,0
0.256453810,1,0,0
0.256453970,0,1,0
0.256454060,1,0,0
0.256454140,0,1,0
0.256454220,1,0,0
0.256454310,0,1,0
0.256454470,1,1,0
0.256454480,1,0,0
0.256454560,0,1,0
0.256454640,1,0,0
0.256454720,0,1,0
0.256454810,1,0,0
0.256454890,0,1,0
0.256454970,1,0,0
0.256455060,0,1,0
0.256455140,1,0,0
0.256455220,0,1,0
0.256455310,1,0,0
0.256455390,0,1,0
0.256455470,1,0,0
0.256455560,0,1,0
0.256455640,1,0,0
0.256455720,0,1,0
0.256455810,1,0,0
0.256455890,0,1,0
0.256455970,1,0,0
0.256456060,0,1,0
0.256456140,1,0,0
0.256456220,0,1,0
0.256456310,1,0,0
0.256456390,0,1,0
0.256456470,1,0,0
0.256456560,0,1,0
0.256456640,1,0,0
0.256456720,0,1,0
0.256456810,1,0,0
0.256456890,0,1,0
0.256456970,1,0,0
0.256457060,0,1,0
0.256457140,1,0,0
0.256457220,0,1,0
0.256457310,1,0,0
0.256457390,0,1,0
0.256457470,1,0,0
0.256457560,0,1,0
0.256457640,1,0,0
0.256457720,0,1,0
0.256457810,1,0,0
0.256457970,0,1,0
0.256458140,1,0,0
0.256458220,0,1,0
0.256458640,1,0,0
0.256458810,0,1,0
0.256458890,1,0,0
0.256459220,0,0,0
0.256459390,0,1,0
0.256459570,0,1,1
0.256459590,1,1,1
0.256459600,1,0,1
0.256459680,0,0,1
0.256459690,0,1,1
0.256459760,1,0,1
0.256459850,0,1,1
0.256459930,0,0,1
0.256459940,1,0,1
0.256460010,0,1,1
0.256460100,1,0,1
0.256460260,0,1,1
0.256460430,0,0,1
0.256460440,1,0,1
0.256460510,0,1,1
0.256460680,0,0,1
0.256460690,1,0,1
0.256460930,0,0,1
0.256461090,0,1,1
0.256461200,0,1,0
0.256469060,1,0,0
0.256469140,0,1,0
0.256469220,1,0,0
0.256469310,0,1,0
0.256469390,1,0,0
0.256469470,0,1,0
0.256469560,1,0,0
0.256469810,0,1,0
0.256469970,1,1,0
0.256469980,1,0,0
0.256470060,0,1,0
0.256470220,1,1,0
0.256470230,1,0,0
0.256470470,0,1,0
0.256470640,1,0,0
0.256470720,0,1,0
0.256470810,1,0,0
0.256471310,0,1,0
0.256471390,1,0,0
0.256471720,0,0,0
0.256471890,0,1,0
0.256475310,1,0,0
0.256475390,0,1,0
0.256475470,1,0,0
0.256475560,0,1,0
0.256475640,1,0,0
0.256475720,0,1,0
0.256475810,1,0,0
0.256476060,0,1,0
0.256476140,1,0,0
0.256476310,0,1,0
0.256476560,1,0,0
0.256476640,0,1,0
0.256476720,1,0,0
0.256476810,0,1,0
0.256476890,1,0,0
0.256476970,0,1,0
0.256477060,1,0,0
0.256477140,0,1,0
0.256477220,1,0,0
0.256477310,0,1,0
0.256477390,1,0,0
0.256477470,0,1,0
0.256477560,1,0,0
0.256477720,0,1,0
0.256477810,1,0,0
0.256477890,0,1,0
0.256477970,0,0,0
0.256478140,0,1,0
0.256478340,0,1,1
0.256478370,1,0,1
0.256478450,0,1,1
0.256478530,1,0,1
0.256478620,0,1,1
0.256478700,0,0,1
0.256478710,1,0,1
0.256478780,0,1,1
0.256478870,1,0,1
0.256479200,0,1,1
0.256479370,1,0,1
0.256479450,0,1,1
0.256479620,1,0,1
0.256479700,0,1,1
0.256479780,1,0,1
0.256479870,0,1,1
0.256479950,0,0,1
0.256479960,1,0,1
0.256480030,0,1,1
0.256480120,1,0,1
0.256480200,0,1,1
0.256480280,1,0,1
0.256480370,0,1,1
0.256480450,0,0,1
0.256480460,1,0,1
0.256480530,0,1,1
0.256480620,1,0,1
0.256480700,0,1,1
0.256480780,1,0,1
0.256480870,0,1,1
0.256480950,0,0,1
0.256480960,1,0,1
0.256481030,0,0,1
0.256481200,0,1,1
0.256481300,0,1,0
0.256481730,1,0,0
0.256481810,0,1,0
0.256481890,1,0,0
0.256481970,0,1,0
0.256482060,1,0,0
0.256482140,0,1,0
0.256482220,1,0,0
0.256482390,0,1,0
0.256482560,1,0,0
0.256482640,0,1,0
0.256482810,1,0,0
0.256483060,0,0,0
0.256483220,0,1,0
0.257469060,1,0,0
0.257469140,0,1,0
0.257469220,1,0,0
0.257469300,0,1,0
0.257469390,1,0,0
0.257469470,0,1,0
0.257469560,1,0,0
0.257469810,0,1,0
0.257469970,1,0,0
0.257470050,0,1,0
0.257470220,1,0,0
0.257470390,0,1,0
0.257470640,1,0,0
0.257470720,0,1,0
0.257470810,1,0,0
0.257471300,0,0,0
0.257471310,0,1,0
0.257471390,1,0,0
0.257471550,0,1,0
0.257471720,0,0,0
0.257471890,0,1,0
0.258469050,1,0,0
0.258469130,0,0,0
0.258469140,0,1,0
0.258469220,1,0,0
0.258469300,0,1,0
0.258469390,1,0,0
0.258469470,0,1,0
0.258469550,1,0,0
0.258469800,0,1,0
0.258469970,1,0,0
0.258470050,0,1,0
0.258470220,1,0,0
0.258470640,0,1,0
0.258470720,1,0,0
0.258470800,0,1,0
0.258471390,1,0,0
0.258471550,0,1,0
0.258471720,1,0,0
0.258471800,0,0,0
0.258471970,0,1,0
0.259469050,1,0,0
0.259469130,0,1,0
0.259469220,1,0,0
0.259469300,0,1,0
0.259469380,1,0,0
0.259469470,0,1,0
0.259469550,1,0,0
0.259469800,0,1,0
0.259469970,1,0,0
0.259470050,0,1,0
0.259470220,1,0,0
0.259470380,0,1,0
0.259470470,1,0,0
0.259470550,0,1,0
0.259470720,1,0,0
0.259470800,0,1,0
0.259471300,1,0,0
0.259471470,0,1,0
0.259471630,1,0,0
0.259471720,0,0,0
0.259471880,0,1,0
0.259473130,1,0,0
0.259473210,1,1,0
0.259473220,0,1,0
0.259473300,1,0,0
0.259473380,0,1,0
0.259473470,1,0,0
0.259473550,0,1,0
0.259473630,1,0,0
0.259473880,0,1,0
0.259473970,1,0,0
0.259474130,0,1,0
0.259474380,1,0,0
0.259474470,0,1,0
0.259474630,1,0,0
0.259474720,0,1,0
0.259474800,1,0,0
0.259474880,0,1,0
0.259474970,1,0,0
0.259475050,0,1,0
0.259475220,1,0,0
0.259475300,0,1,0
0.259475380,1,0,0
0.259475470,0,1,0
0.259475550,1,0,0
0.259475630,0,1,0
0.259475800,0,0,0
0.259475970,0,1,0
0.260469050,1,0,0
0.260469130,0,1,0
0.260469210,1,0,0
0.260469300,0,1,0
0.260469380,1,0,0
0.260469460,0,1,0
0.260469550,1,0,0
0.260469800,0,1,0
0.260469960,1,0,0
0.260470050,0,1,0
0.260470210,1,0,0
0.260470460,0,1,0
0.260470550,1,0,0
0.260470710,0,1,0
0.260470800,1,0,0
0.260471380,0,1,0
0.260471460,1,0,0
0.260471630,0,1,0
0.260471800,0,0,0
0.260471960,0,1,0
0.261469050,1,0,0
0.261469130,0,1,0
0.261469210,1,0,0
0.261469290,0,1,0
0.261469380,1,0,0
0.261469460,0,1,0
0.261469540,1,0,0
0.261469790,0,1,0
0.261469960,1,0,0
0.261470040,0,1,0
0.261470210,1,0,0
0.261470380,0,1,0
0.261470540,1,0,0
0.261470710,0,1,0
0.261470790,1,0,0
0.261471380,0,1,0
0.261471460,1,0,0
0.261471790,0,0,0
0.261471960,0,1,0
0.262469040,1,0,0
0.262469120,0,1,0
0.262469210,1,0,0
0.262469290,0,1,0
0.262469370,1,0,0
0.262469460,0,1,0
0.262469540,1,0,0
0.262469790,0,1,0
0.262469960,1,0,0
0.262470040,0,1,0
0.262470210,1,0,0
0.262470540,0,1,0
0.262470710,1,0,0
0.262470790,0,1,0
0.262471290,1,0,0
0.262471460,0,1,0
0.262471540,1,0,0
0.262471620,0,1,0
0.262471710,0,0,0
0.262471870,0,1,0
0.263469040,1,0,0
0.263469120,0,1,0
0.263469200,0,0,0
0.263469210,1,0,0
0.263469290,0,1,0
0.263469370,1,0,0
0.263469450,0,1,0
0.263469540,1,0,0
0.263469790,0,1,0
0.263469950,0,0,0
0.263469960,1,0,0
0.263470040,0,1,0
0.263470200,0,0,0
0.263470210,1,0,0
0.263470370,0,1,0
0.263470450,1,0,0
0.263470700,0,1,0
0.263470790,1,0,0
0.263471370,0,1,0
0.263471450,1,0,0
0.263471700,0,1,0
0.263471790,0,0,0
0.263471950,0,1,0
0.263473120,1,0,0
0.263473200,0,1,0
0.263473290,1,0,0
0.263473370,0,1,0
0.263473450,1,0,0
0.263473540,0,1,0
0.263473620,1,0,0
0.263473870,0,1,0
0.263473950,1,0,0
0.263474120,0,1,0
0.263474370,1,0,0
0.263474450,0,1,0
0.263474620,1,0,0
0.263474700,0,1,0
0.263474790,1,0,0
0.263474870,0,1,0
0.263474950,1,0,0
0.263475040,0,1,0
0.263475200,0,0,0
0.263475210,1,0,0
0.263475290,0,1,0
0.263475370,1,0,0
0.263475450,0,1,0
0.263475540,1,0,0
0.263475620,0,1,0
0.263475790,0,0,0
0.263475950,0,1,0
0.264469040,1,0,0
0.264469120,0,1,0
0.264469200,1,0,0
0.264469280,0,1,0
0.264469370,1,0,0
0.264469450,0,1,0
0.264469540,1,0,0
0.264469780,1,1,0
0.264469790,0,1,0
0.264469950,1,0,0
0.264470030,0,1,0
0.264470200,1,0,0
0.264470450,0,1,0
0.264470700,1,0,0
0.264470780,0,1,0
0.264471290,1,0,0
0.264471450,0,1,0
0.264471540,1,0,0
0.264471700,0,0,0
0.264471870,0,1,0
0.265469030,1,0,0
0.265469110,1,1,0
0.265469120,0,1,0
0.265469200,1,0,0
0.265469280,0,1,0
0.265469370,1,0,0
0.265469450,0,1,0
0.265469530,1,0,0
0.265469780,0,1,0
0.265469950,1,0,0
0.265470030,0,1,0
0.265470200,1,0,0
0.265470370,0,1,0
0.265470700,1,0,0
0.265470780,0,1,0
0.265471280,1,0,0
0.265471450,0,1,0
0.265471700,0,0,0
0.265471860,0,1,0
0.266469030,1,0,0
0.266469110,0,1,0
0.266469200,1,0,0
0.266469280,0,1,0
0.266469360,1,0,0
0.266469450,0,1,0
0.266469530,1,0,0
0.266469780,0,1,0
0.266469950,1,0,0
0.266470030,0,1,0
0.266470200,1,0,0
0.266470700,0,1,0
0.266470780,1,0,0
0.266471360,0,1,0
0.266471450,1,0,0
0.266471610,0,1,0
0.266471700,1,0,0
0.266471780,0,0,0
0.266471950,0,1,0
0.267469030,1,0,0
0.267469110,0,1,0
0.267469190,1,0,0
0.267469280,0,1,0
0.267469360,1,0,0
0.267469440,0,1,0
0.267469530,1,0,0
0.267469780,0,1,0
0.267469940,1,0,0
0.267470030,0,1,0
0.267470190,1,0,0
0.267470360,0,1,0
0.267470440,1,0,0
0.267470530,0,1,0
0.267470610,1,0,0
0.267470780,0,1,0
0.267471280,1,0,0
0.267471360,0,1,0
0.267471440,1,0,0
0.267471690,0,0,0
0.267471860,0,1,0
0.267473110,1,0,0
0.267473190,0,1,0
0.267473280,1,0,0
0.267473360,0,1,0
0.267473440,1,0,0
0.267473530,0,1,0
0.267473610,1,0,0
0.267473860,0,1,0
0.267473940,1,0,0
0.267474110,0,1,0
0.267474360,1,0,0
0.267474440,0,1,0
0.267474610,1,0,0
0.267474690,0,1,0
0.267474780,1,0,0
0.267474860,0,1,0
0.267474940,1,0,0
0.267475030,0,1,0
0.267475190,1,0,0
0.267475280,0,1,0
0.267475360,1,0,0
0.267475440,0,1,0
0.267475530,1,0,0
0.267475610,0,1,0
0.267475780,0,0,0
0.267475940,0,1,0
0.268469020,0,0,0
0.268469030,1,0,0
0.268469110,0,1,0
0.268469190,1,0,0
0.268469270,0,1,0
0.268469360,1,0,0
0.268469440,0,1,0
0.268469520,1,0,0
0.268469770,0,1,0
0.268469940,1,0,0
0.268470020,0,1,0
0.268470190,1,0,0
0.268470440,0,1,0
0.268470520,1,0,0
0.268470610,0,1,0
0.268470770,1,0,0
0.268471360,0,1,0
0.268471610,1,0,0
0.268471690,0,1,0
0.268471770,0,0,0
0.268471940,0,1,0
0.269469020,1,0,0
0.269469100,0,1,0
0.269469190,1,0,0
0.269469270,0,1,0
0.269469350,1,0,0
0.269469440,0,1,0
0.269469520,1,0,0
0.269469770,0,1,0
0.269469940,1,0,0
0.269470020,0,1,0
0.269470190,1,0,0
0.269470350,0,1,0
0.269470520,1,0,0
0.269470600,0,1,0
